artist;id;name;nb_fans;nb_album
Vico C (16642);16642;Vico C;102020;19
Pacho y Cirilo (2047481);2047481;Pacho y Cirilo;1341;6
J Quiles (4098621);4098621;J Quiles;4;0
Syko (89538);89538;Syko;8838;54
Ruben Sam (1614780);1614780;Ruben Sam;33;6
 (1305098);1305098;;0;0
 (986224);986224;;0;0
Deadly Hunta (193581);193581;Deadly Hunta;1409;9
Doc Brown (420414);420414;Doc Brown;860;68
Franrtic Frank (6271958);6271958;Franrtic Frank;2;0
Smife (6271956);6271956;Smife;0;0
Skirmish (1572093);1572093;Skirmish;73;12
Logic (62726372);62726372;Logic;15;7
Mic Righteous (1092719);1092719;Mic Righteous;1312;27
III Mill (6271954);6271954;III Mill;2;0
No Lay (1282055);1282055;No Lay;41;2
Purple (267676);267676;Purple;970;122
Skinnyman (5527);5527;Skinnyman;2304;10
Tony D (117046332);117046332;Tony D;0;0
Stylah (810196);810196;Stylah;128;3
Word Play (5969180);5969180;Word Play;23;4
Wretch (1063894);1063894;Wretch;613;12
Mongrel (170109);170109;Mongrel;259;24
Matt (261);261;Matt;4608;281
Cardinal (878275);878275;Cardinal;1117;61
DJ Feel (368945);368945;DJ Feel;5014;24
OLLIE JAMES (1007728);1007728;OLLIE JAMES;10;26
Arty and Matisse & Sadko (10283678);10283678;Arty and Matisse & Sadko;11;0
Swedish Red Elephant (11967283);11967283;Swedish Red Elephant;94;12
Arsnøvä (116033502);116033502;Arsnøvä;0;1
Raiden (178734667);178734667;Raiden;2;1
Timofey (796302);796302;Timofey;193;34
SAFI (287269);287269;SAFI;1152;30
Jona Selle (5420221);5420221;Jona Selle;3266;38
René Miller (90884352);90884352;René Miller;1;18
Christopher (253249);253249;Christopher;40094;54
Vigiland (6089698);6089698;Vigiland;48500;47
Marco Minella (7460748);7460748;Marco Minella;118;1
Lili Pistorius (8322192);8322192;Lili Pistorius;413;7
ATB (147);147;ATB;289168;69
KillaGraham (3998821);3998821;KillaGraham;2208;11
Tommy Trash & Tom Piper (1495348);1495348;Tommy Trash & Tom Piper;5;0
My Digital Enemy (182936);182936;My Digital Enemy;3217;74
Kid Massive (184357);184357;Kid Massive;2212;151
Danny T (310381);310381;Danny T;388;39
Council Estate Supermodels (992906);992906;Council Estate Supermodels;28;4
Chris Arnott (2005491);2005491;Chris Arnott;189;30
Carl Hanaghan (359015);359015;Carl Hanaghan;292;43
Ben Colin (881640);881640;Ben Colin;7;5
Baby Gee (4974769);4974769;Baby Gee;130;12
Mr. Wilson (1307318);1307318;Mr. Wilson;107;49
Yolanda Be Cool (392204);392204;Yolanda Be Cool;15903;54
Wax Motif (267291);267291;Wax Motif;4519;45
Benson (1561181);1561181;Benson;707;168
Thief (183922);183922;Thief;874;46
Peking Duk (1677798);1677798;Peking Duk;6764;40
LUCY LUCY (560899);560899;LUCY LUCY;49;3
Go Freek (2514091);2514091;Go Freek;1140;40
The Aston Shuffle vs Tommy Trash (4215065);4215065;The Aston Shuffle vs Tommy Trash;24;0
Daisy Guttridge (12487638);12487638;Daisy Guttridge;27;5
i_o (10435440);10435440;i_o;5365;32
Macarena Gómez (149747782);149747782;Macarena Gómez;3;1
Aqeel (182313);182313;Aqeel;61;7
Aqeel, M-AND-Y, Carlos Jean, Nemowave (4246540);4246540;Aqeel, M-AND-Y, Carlos Jean, Nemowave;140;0
M-AND-Y (1643013);1643013;M-AND-Y;362;1
Lucia Scansetti (5297645);5297645;Lucia Scansetti;234;4
Alex Shaker (4856095);4856095;Alex Shaker;1;1
Daniel Martín (3961851);3961851;Daniel Martín;18;18
Alex Shaker, Daniel Martín, Lucia Scansetti, Carlos Jean (4260712);4260712;Alex Shaker, Daniel Martín, Lucia Scansetti, Carlos Jean;36;0
Bamboe (12543710);12543710;Bamboe;5;10
Gualimon (4929785);4929785;Gualimon;0;0
Marley Brown (4929784);4929784;Marley Brown;48;5
Danssuanz (4929783);4929783;Danssuanz;0;0
Jessica Santos (4929782);4929782;Jessica Santos;113;1
M-AND-I (7362292);7362292;M-AND-I;2;0
Cecilia Gómez (7362290);7362290;Cecilia Gómez;4;0
Pedro Pimentel (4421982);4421982;Pedro Pimentel;293;4
Electric Nana (4192069);4192069;Electric Nana;155;10
Macadamia (4022773);4022773;Macadamia;111;7
Ferrara (2567011);2567011;Ferrara;227;25
Brooklyn Music (55077112);55077112;Brooklyn Music;2;14
Annya (15219185);15219185;Annya;3;6
Teyou (14131009);14131009;Teyou;3;5
Cande Angulo (162828117);162828117;Cande Angulo;0;0
Carolina Yuste (103334512);103334512;Carolina Yuste;4;0
Dollar Selmouni (56877932);56877932;Dollar Selmouni;1809;42
Charlotte Haining (4714123);4714123;Charlotte Haining;1479;41
Roniit (1447934);1447934;Roniit;680;39
Varien (1931331);1931331;Varien;6457;36
Last Heroes (9712344);9712344;Last Heroes;1356;27
Tyler Graves (12188750);12188750;Tyler Graves;18;5
Gem & Tauri (106748632);106748632;Gem & Tauri;20;3
Connor Zwetsch (5498768);5498768;Connor Zwetsch;82;3
Selah Ford (8868822);8868822;Selah Ford;14;0
Casey Cook (5410054);5410054;Casey Cook;35;18
Woodlock (4538697);4538697;Woodlock;1119;23
fakelife (74211572);74211572;fakelife;2;6
Amistat (6916509);6916509;Amistat;734;17
Monika Santucci (6373724);6373724;Monika Santucci;191;22
RØRY (49671172);49671172;RØRY;1220;11
Amidy (7613338);7613338;Amidy;1666;34
Julianne Hope (55580032);55580032;Julianne Hope;1;4
Isaac Warburton (90558302);90558302;Isaac Warburton;0;5
RBBTS (12264034);12264034;RBBTS;349;9
Blanke (5846422);5846422;Blanke;1007;53
Trivecta, Miyoki (10748472);10748472;Trivecta, Miyoki;10;0
Miyoki (5356674);5356674;Miyoki;153;12
Allegra (150559);150559;Allegra;110;57
Lev (4349564);4349564;Lev;405;62
Aria (118935);118935;Aria;10264;8
Local (427139);427139;Local;155;41
Window Kid (10510431);10510431;Window Kid;245;20
Zero (54926);54926;Zero;7925;485
Kono Vidovich (5499948);5499948;Kono Vidovich;0;0
Tom Rain (5499947);5499947;Tom Rain;4;8
Ivan Starzev (1587792);1587792;Ivan Starzev;270;43
Hugobeat (7671136);7671136;Hugobeat;32;53
Sandor Gavin (820344);820344;Sandor Gavin;103;39
Casey (210355);210355;Casey;19802;4
Andrey Exx (4721875);4721875;Andrey Exx;624;137
Max Vertigo (1347515);1347515;Max Vertigo;48;85
Slipenberg (1695204);1695204;Slipenberg;23;11
Manny Cole (9018102);9018102;Manny Cole;0;3
JazzyFunk (4933674);4933674;JazzyFunk;962;118
Hot Sand (4046422);4046422;Hot Sand;127;11
FRENSHIP (5145267);5145267;FRENSHIP;7010;27
OSTON (55826432);55826432;OSTON;389;23
Bodie (662700);662700;Bodie;321;25
bodie & gnash (107888472);107888472;bodie & gnash;0;1
Vancouver Sleep Clinic (5057355);5057355;Vancouver Sleep Clinic;16401;16
adam&steve (54205562);54205562;adam&steve;95;10
SlimDan (82010272);82010272;SlimDan;6;4
Scott Helman (6004782);6004782;Scott Helman;2102;17
Buddy (71867492);71867492;Buddy;5372;49
Liphemra (7652040);7652040;Liphemra;124;4
Alt Bloom (66766022);66766022;Alt Bloom;126;23
DENM (9958830);9958830;DENM;460;26
rosabelle eales (11418274);11418274;rosabelle eales;0;0
Kyd the Band (12726339);12726339;Kyd the Band;1636;30
Mark Johns (3265661);3265661;Mark Johns;490;13
Sad Alex (4945831);4945831;Sad Alex;379;37
Annika Wells (12963299);12963299;Annika Wells;2782;12
Julius (178315);178315;Julius;389;159
Wrenn (5624221);5624221;Wrenn;373;13
 (4902146);4902146;;0;0
BEN ABRAHAM (513210);513210;BEN ABRAHAM;637;19
Ludmila Mendez (13965499);13965499;Ludmila Mendez;69;2
Garrett Nash (9420568);9420568;Garrett Nash;1351;4
Frank Walker (4471592);4471592;Frank Walker;2159;38
Nina Nicole (51802792);51802792;Nina Nicole;1;10
Masta Steele (480132);480132;Masta Steele;2;4
Caleb Hearn (49071641);49071641;Caleb Hearn;981;28
Bexar (11289978);11289978;Bexar;157;8
Declan J Donovan (12002184);12002184;Declan J Donovan;1989;35
Rosie Darling (12889189);12889189;Rosie Darling;221;13
Roan Ash (14274863);14274863;Roan Ash;2550;5
Lauren Daigle (5265504);5265504;Lauren Daigle;167359;21
Cavego (1571668);1571668;Cavego;631;14
Daniels (4142886);4142886;Daniels;135;29
Nateur (11191940);11191940;Nateur;1;0
Zookëper (9487680);9487680;Zookëper;2046;30
Yreane (541148);541148;Yreane;24;9
Ricky Remedy (5967546);5967546;Ricky Remedy;305;27
Kelsea Ballerini (6004814);6004814;Kelsea Ballerini;45635;0
Rosie (394743);394743;Rosie;1126;104
Texas Bluesmen / Joe Jonas / Mighty Paul Young (7815170);7815170;Texas Bluesmen / Joe Jonas / Mighty Paul Young;106;0
Mighty Paul Young (7815168);7815168;Mighty Paul Young;0;0
Texas Bluesmen (7815154);7815154;Texas Bluesmen;10;2
lil aaron (11385340);11385340;lil aaron;1815;32
KIM KYU JONG (1492538);1492538;KIM KYU JONG;6946;19
NAEUN (70403512);70403512;NAEUN;5;5
Kwon Soon Il (11576163);11576163;Kwon Soon Il;80;2
WENDY (15068639);15068639;WENDY;6248;5
Tablo (179740);179740;Tablo;33705;8
Sarah Barrios (53250832);53250832;Sarah Barrios;535;19
Ni/Co (15329281);15329281;Ni/Co;260;23
Wolf (97328);97328;Wolf;1854;269
Blaze Johnson Jr. (5196394);5196394;Blaze Johnson Jr.;75;12
 (894608);894608;;0;0
 (86960732);86960732;;0;0
Two Friends (583674);583674;Two Friends;7719;58
Youngr (7885844);7885844;Youngr;7762;31
Kingsbury (1134028);1134028;Kingsbury;20;5
Dean Cohen (1455967);1455967;Dean Cohen;2115;28
Mushroom People (11325392);11325392;Mushroom People;95;16
Durqa (117487072);117487072;Durqa;0;0
XYLØ (7575794);7575794;XYLØ;7836;42
Louis Fulton (10478725);10478725;Louis Fulton;1;0
Jason Gaffner (7915242);7915242;Jason Gaffner;29;17
Kill Them With Colour (7989216);7989216;Kill Them With Colour;332;17
Khary (10260150);10260150;Khary;574;48
Lege Kale (8000926);8000926;Lege Kale;90;35
Kuur (12957805);12957805;Kuur;11;7
Jacquie (5152398);5152398;Jacquie;164;25
slenderbodies (12191274);12191274;slenderbodies;1741;20
ShaqIsDope (7309140);7309140;ShaqIsDope;279;35
IHF (11288384);11288384;IHF;631;20
Topaz Jones (10674409);10674409;Topaz Jones;1194;11
Pink Slip (6363312);6363312;Pink Slip;139;7
Zeke Finn (9554020);9554020;Zeke Finn;58;5
Terry Presume (57493642);57493642;Terry Presume;172;7
Marcellus Juvann (9196084);9196084;Marcellus Juvann;243;26
Kidswaste (8033601);8033601;Kidswaste;1091;21
Sublime with Rome (389852);389852;Sublime with Rome;19331;13
FKYA (10951848);10951848;FKYA;26;1
Jetta (4362669);4362669;Jetta;8944;21
Winslow Bright (1364339);1364339;Winslow Bright;0;1
ØZI (13617563);13617563;ØZI;296;19
starRo (1189058);1189058;starRo;593;22
King Arthur (817042);817042;King Arthur;1191;63
New Mystics (11590513);11590513;New Mystics;32;7
Maths Time Joy (5511136);5511136;Maths Time Joy;566;27
Møme (5542423);5542423;Møme;283484;24
Caly Bevier (15273537);15273537;Caly Bevier;162;11
Geneva White (11668639);11668639;Geneva White;15;13
Big Data (4522505);4522505;Big Data;4459;21
Skott (10503413);10503413;Skott;3396;25
Aftershock (AUS), Ryan Riback (11774505);11774505;Aftershock (AUS), Ryan Riback;0;0
Aftershock (AUS) (6117136);6117136;Aftershock (AUS);1;3
LowKiss, Ryan Riback (4333493);4333493;LowKiss, Ryan Riback;1;0
Jared Marston (7395572);7395572;Jared Marston;3;11
Alice Gray (12845861);12845861;Alice Gray;47;20
Ryan Riback, LOWKISS (5359265);5359265;Ryan Riback, LOWKISS;4;0
LowKiss, Ryan Riback, Treyy G (7960724);7960724;LowKiss, Ryan Riback, Treyy G;3;0
Tom Piper (310380);310380;Tom Piper;555;37
Stef Cima (6518157);6518157;Stef Cima;0;2
Olivia Noelle (5939164);5939164;Olivia Noelle;306;9
Alina Baraz (5404060);5404060;Alina Baraz;29128;34
Iselin (1672044);1672044;Iselin;113;15
IYES (5317056);5317056;IYES;810;14
Ryan Riback vs LOWKISS (11783929);11783929;Ryan Riback vs LOWKISS;1;3
Dotter (5329036);5329036;Dotter;943;21
some chick (12659107);12659107;some chick;0;0
Ryan Riback vs LOWKISS, Treyy G (12908395);12908395;Ryan Riback vs LOWKISS, Treyy G;5;0
Treyy G (4870560);4870560;Treyy G;1167;102
LowKiss (1216807);1216807;LowKiss;473;27
RYANN (1586572);1586572;RYANN;168;72
Sunset City (4519961);4519961;Sunset City;31;13
REED (1317179);1317179;REED;105;147
Camilia (9107358);9107358;Camilia;92;15
Allison Park (2470971);2470971;Allison Park;2;3
La James (11505603);11505603;La James;1;5
Maylyn (51740032);51740032;Maylyn;20;39
's (5854931);5854931;'s;0;4
DJ Skillmaster (1212620);1212620;DJ Skillmaster;135;5
Dani Galenda (5060450);5060450;Dani Galenda;0;0
Robotronika (11559043);11559043;Robotronika;95;3
WTDJ (4592275);4592275;WTDJ;91;44
Eleze (293459);293459;Eleze;72;29
Pulsedriver (772);772;Pulsedriver;5271;3
Starwoodz (55068362);55068362;Starwoodz;6;5
HK (114112022);114112022;HK;0;1
Mildenhaus (91704312);91704312;Mildenhaus;75;4
Le Pedre (12160342);12160342;Le Pedre;1655;12
Fragma (8238);8238;Fragma;7033;29
Muttonhead (5970198);5970198;Muttonhead;2;5
Da Fresh (6655);6655;Da Fresh;11308;99
Vic Tall (147760322);147760322;Vic Tall;0;2
Scorch (FRA) (92060852);92060852;Scorch (FRA);3;22
A Girl and A Gun, Quaver (3998681);3998681;A Girl and A Gun, Quaver;2;0
Quaver (1548426);1548426;Quaver;98;21
A Girl And A Gun, Cool Project, Headrum, Mashur (11749705);11749705;A Girl And A Gun, Cool Project, Headrum, Mashur;20;0
Mashur (1034196);1034196;Mashur;83;41
Headrum (5314556);5314556;Headrum;1;1
Cool Project (1200343);1200343;Cool Project;693;51
A Girl and A Gun, Gerra G. (3999101);3999101;A Girl and A Gun, Gerra G.;0;0
Gerra G. (4036797);4036797;Gerra G.;27;7
Az-Ra (14983675);14983675;Az-Ra;0;0
Jerry Bewley (8560294);8560294;Jerry Bewley;0;0
Mylo (579);579;Mylo;8227;0
The Suri, Anuta, Babongo Tribes (85633112);85633112;The Suri, Anuta, Babongo Tribes;0;0
Toscadisco (7681012);7681012;Toscadisco;4;0
Yotam Avni (793572);793572;Yotam Avni;601;30
Cath Coffey (4507493);4507493;Cath Coffey;23;0
Steven Jones (1174552);1174552;Steven Jones;5;32
Megablast (11366);11366;Megablast;331;17
Junket (4361612);4361612;Junket;23;8
Literatura (88288222);88288222;Literatura;21;15
Kadosh (IL) (104355422);104355422;Kadosh (IL);20;14
 (7008205);7008205;;0;0
 (51869252);51869252;;0;0
 (472793);472793;;0;0
 (9693076);9693076;;0;0
 (373227);373227;;0;0
 (1170052);1170052;;0;0
Zhana (1211053);1211053;Zhana;6;12
Milk & Sugar (9961);9961;Milk & Sugar;17963;137
BlackTwins (10303356);10303356;BlackTwins;13;5
Ben Smethurst (14917163);14917163;Ben Smethurst;3;2
Charlotte Small (8145644);8145644;Charlotte Small;1;1
DJ Q (367754);367754;DJ Q;2998;71
SuSu Bobien (369981);369981;SuSu Bobien;32;8
Julian Back (124009792);124009792;Julian Back;0;3
Sebastian Creeps (73834032);73834032;Sebastian Creeps;3;3
Georgie Porgie (1334080);1334080;Georgie Porgie;53;21
Plaster Hands (12123188);12123188;Plaster Hands;61;9
Barbara Tucker and DJ Spen (13431621);13431621;Barbara Tucker and DJ Spen;3;0
Super Lover (1656783);1656783;Super Lover;72;2
Darryl D'Bonneau (165280);165280;Darryl D'Bonneau;72;30
Michael Gray (5692);5692;Michael Gray;3594;70
UDAUFL (1255526);1255526;UDAUFL;0;1
Blaze (11845);11845;Blaze;4393;465
RLP (1454745);1454745;RLP;2123;10
Maeva Borzakian (7575308);7575308;Maeva Borzakian;14;5
Lila Salet (7550620);7550620;Lila Salet;16;0
Ed Motta (15395);15395;Ed Motta;98000;30
Sabrina Adnane (6691959);6691959;Sabrina Adnane;19;0
Ethel Lindsey (5719107);5719107;Ethel Lindsey;11;6
Anggun (4014);4014;Anggun;19605;36
Dawen (4987986);4987986;Dawen;70;0
Saule (57390);57390;Saule;12931;64
Benoît Dorémus (242077);242077;Benoît Dorémus;12403;10
Albin de la Simone (4356);4356;Albin de la Simone;24666;14
Valentin Marceau (3217061);3217061;Valentin Marceau;6306;1
Hanna (16757);16757;Hanna;18247;79
Marc Aymon (4016028);4016028;Marc Aymon;407;8
Axel Bauer (2235);2235;Axel Bauer;37427;17
Roland Romanelli (98052);98052;Roland Romanelli;113;8
Lola Dubini (13274189);13274189;Lola Dubini;5882;6
Camille Lou (4422340);4422340;Camille Lou;36583;5
Al.Hy (4507030);4507030;Al.Hy;32635;11
Christophe Willem (11972);11972;Christophe Willem;195141;27
Olympe (4397047);4397047;Olympe;48761;15
Tibz (5645111);5645111;Tibz;29563;11
Mike Ibrahim (90870);90870;Mike Ibrahim;2664;4
ZAZ (71069);71069;ZAZ;607746;25
Thomas Dutronc (17224);17224;Thomas Dutronc;167642;19
Renan Luce (14015);14015;Renan Luce;185278;13
Rose (12131);12131;Rose;50413;13
Christophe Maé (11907);11907;Christophe Maé;736153;31
Jeanne Cherhal (1308);1308;Jeanne Cherhal;73800;11
Nolwenn Leroy (917);917;Nolwenn Leroy;266152;26
Tété (1137);1137;Tété;66936;43
Vianney (5835993);5835993;Vianney;1235973;18
Anna Lunoe (794408);794408;Anna Lunoe;3624;49
Madeline Puckette (1180548);1180548;Madeline Puckette;9;6
Jamar (4927352);4927352;Jamar;3;24
Cubanis (1449943);1449943;Cubanis;3;29
Maxim (75742);75742;Maxim;14467;19
Dem Slackers (436178);436178;Dem Slackers;4244;11
Lusha, Ze! (1588190);1588190;Lusha, Ze!;1;0
Lusha (1275912);1275912;Lusha;210;13
FilthyGeeks (4541488);4541488;FilthyGeeks;2;8
PvssyCat (76892642);76892642;PvssyCat;9;19
Marvin Aloys (4366956);4366956;Marvin Aloys;161;57
Bronx Cheer (1677055);1677055;Bronx Cheer;135;50
Nikos Diamantopoulos (168615);168615;Nikos Diamantopoulos;185;21
Dave Mayer (444606);444606;Dave Mayer;82;55
Steve Radosavac (5621516);5621516;Steve Radosavac;0;0
Shawn Michaels (651753);651753;Shawn Michaels;46;1
Tocadisco (11128);11128;Tocadisco;20554;78
Antonello Coghe (505932);505932;Antonello Coghe;3;7
Sante Sansone & DJ Roland Clark (14118307);14118307;Sante Sansone & DJ Roland Clark;3;0
 (5174872);5174872;;0;0
Paolo Martini (131084);131084;Paolo Martini;831;89
Paul C (132215);132215;Paul C;435;74
DJ Roland Clark, Paul C & Paolo Martini (14074677);14074677;DJ Roland Clark, Paul C & Paolo Martini;0;0
The Montanas (1185825);1185825;The Montanas;55;6
Daxr (5330168);5330168;Daxr;0;1
Chuck Preston (10578521);10578521;Chuck Preston;0;0
Greg Kercia (10328174);10328174;Greg Kercia;85;4
Ridwello, Greg Kercia (12353034);12353034;Ridwello, Greg Kercia;0;1
Charlie Sputnik (5114668);5114668;Charlie Sputnik;1;11
Jay Style (566200);566200;Jay Style;42789;14
Cee ElAssaad (4912844);4912844;Cee ElAssaad;202;28
AJourneyOfMilez (93754782);93754782;AJourneyOfMilez;0;9
Arking (5224995);5224995;Arking;2;28
Ozner (52380372);52380372;Ozner;6;27
ALS Bz (88030912);88030912;ALS Bz;11;19
L'Apache (14564075);14564075;L'Apache;60;6
MBO (3258321);3258321;MBO;101;17
Les Insoumis d'HEIP (156279092);156279092;Les Insoumis d'HEIP;3;1
meister (3135);3135;meister;433;69
M. Robinson (4490933);4490933;M. Robinson;0;0
Sahara (74025);74025;Sahara;2678;58
Nicky P (522140);522140;Nicky P;3;18
Johnny (158243);158243;Johnny;1824;357
Mr Shammi (327794);327794;Mr Shammi;8;6
Liquid People (10107);10107;Liquid People;87;8
J. Mi Sissoko (10766022);10766022;J. Mi Sissoko;4;0
Ben Onono (10557);10557;Ben Onono;415;4
Hot Rod (84639372);84639372;Hot Rod;0;7
Vybrate (1352065);1352065;Vybrate;12;4
Cece Rogers (1261461);1261461;Cece Rogers;6290;77
Masaka Kids Africana (14238725);14238725;Masaka Kids Africana;868;29
Gilbere Forte (550812);550812;Gilbere Forte;824;3
Sophie Ellis Bextor (304252);304252;Sophie Ellis Bextor;338;0
 (6185);6185;;0;0
Dawn Tallman (57447);57447;Dawn Tallman;82;53
Giselle Amelunge (78777252);78777252;Giselle Amelunge;7;2
The Supermen Lovers (153394);153394;The Supermen Lovers;11454;43
Sly & Robbie (93256);93256;Sly & Robbie;19057;73
Kee (422516);422516;Kee;128;19
Raffaella Carrà (77282);77282;Raffaella Carrà;18775;26
Fireball (74998);74998;Fireball;1110;25
Bob Sinclair (464124);464124;Bob Sinclair;8678;4
Gary Pine (4417238);4417238;Gary Pine;171;1
Molly Hammar (14706921);14706921;Molly Hammar;1146;23
Steve Edwards (174338);174338;Steve Edwards;479;27
NYV (7547706);7547706;NYV;710;5
Makedah (1193615);1193615;Makedah;16;0
Dollarman (1235750);1235750;Dollarman;169;22
Cutee B. (85976);85976;Cutee B.;5503;4
Enkryption (6740825);6740825;Enkryption;9;9
Basement Jaxx (795);795;Basement Jaxx;78991;115
Marley Marl, Roxanne Shante (79901402);79901402;Marley Marl, Roxanne Shante;4;0
Marley Marl (371203);371203;Marley Marl;3249;8
Mekon (12309);12309;Mekon;77;8
White & Spirit (159795);159795;White & Spirit;4995;5
Hatiras, Messinian (11783619);11783619;Hatiras, Messinian;0;0
Messinian (411364);411364;Messinian;120;24
Olav Basoski (7784);7784;Olav Basoski;1524;73
Nom De Strip (603752);603752;Nom De Strip;4718;24
Will Bailey (151619);151619;Will Bailey;809;13
Per QX (176858);176858;Per QX;161;58
Sammy Deuce (14932375);14932375;Sammy Deuce;29;88
Trice Be (8442204);8442204;Trice Be;71;6
Brett Rubin (6738509);6738509;Brett Rubin;92;16
Travis Emmons (465677);465677;Travis Emmons;266;23
Vincent Caira (12051406);12051406;Vincent Caira;30;83
Black Tantra (10812052);10812052;Black Tantra;7;2
Lee Wilson (295392);295392;Lee Wilson;34;182
Andy Reid (4091669);4091669;Andy Reid;49;21
Hatiras, Andy Reid, Lee Wilson (56506082);56506082;Hatiras, Andy Reid, Lee Wilson;0;2
Babert (247119);247119;Babert;514;116
Vandal (215273);215273;Vandal;32404;91
Stanton Warriors (15619);15619;Stanton Warriors;59461;68
Elite Force (16116);16116;Elite Force;2267;37
Angelo Ferreri (1048947);1048947;Angelo Ferreri;1661;240
Low Steppa (4657253);4657253;Low Steppa;5807;87
Slarta John (4020744);4020744;Slarta John;5;4
Hartzon (5349556);5349556;Hartzon;95;10
Arianna (242480);242480;Arianna;2899;84
Fran Garro (5334493);5334493;Fran Garro;20;41
Osmani Garcia “La Voz” (14139837);14139837;Osmani Garcia “La Voz”;10;0
Michael Kahn (81526302);81526302;Michael Kahn;0;0
Brisco (554407);554407;Brisco;1157;30
Georgi Kay (4443952);4443952;Georgi Kay;1818;18
Nategawd (9105564);9105564;Nategawd;9;5
Senhit (5823173);5823173;Senhit;1299;16
99 Percent (5375966);5375966;99 Percent;2240;17
Fitz (394745);394745;Fitz;540;66
Skytech (440006);440006;Skytech;6709;81
Tom Martin (362039);362039;Tom Martin;56;27
Wynter (4431611);4431611;Wynter;15;27
Lookas (5651090);5651090;Lookas;7701;40
Verdine White (4421517);4421517;Verdine White;335;2
Patrick Stump (1194715);1194715;Patrick Stump;20380;11
Hello August (13954243);13954243;Hello August;36;4
Jason Mraz (4011);4011;Jason Mraz;2300977;68
The Summer Set (390116);390116;The Summer Set;18192;16
Brian Wilson (10696);10696;Brian Wilson;11387;26
Sturgill Simpson (4044591);4044591;Sturgill Simpson;10895;13
Iggy Pop (868);868;Iggy Pop;560064;76
Eagles of Death Metal (5508);5508;Eagles of Death Metal;99869;17
3OH!3 (74882);74882;3OH!3;229616;40
The Dap-Kings Horns (5795446);5795446;The Dap-Kings Horns;10;0
LXI (5592788);5592788;LXI;156;13
Tanika (4555633);4555633;Tanika;310;12
The Chuckle Brothers (6919193);6919193;The Chuckle Brothers;37;1
Donae'o (174344);174344;Donae'o;4977;64
Chipmunk (75053);75053;Chipmunk;73098;11
Tanya Lacey (1473832);1473832;Tanya Lacey;1031;12
JME (79950812);79950812;JME;0;10
Amelle (4816338);4816338;Amelle;19;10
Goldfingers (1257609);1257609;Goldfingers;35;3
KidNyce (7687490);7687490;KidNyce;0;5
Jayo Felony (15035);15035;Jayo Felony;2056;14
Roscoe (74507042);74507042;Roscoe;41;4
Chella H (4750166);4750166;Chella H;40;10
Cold Hard of Crucial Conflict (7772424);7772424;Cold Hard of Crucial Conflict;0;0
Bandman Kevo (5057377);5057377;Bandman Kevo;3286;19
Stunt Taylor (5395315);5395315;Stunt Taylor;194;21
Avant (798);798;Avant;110518;9
Shanda Denyce (10961122);10961122;Shanda Denyce;6;3
Willie Taylor (4379031);4379031;Willie Taylor;636;18
Shareefa (5844);5844;Shareefa;1092;8
Buddy Guy (8680);8680;Buddy Guy;450777;63
8-Ball & MJG (317983);317983;8-Ball & MJG;80;0
Ms. Thing (181116);181116;Ms. Thing;33;9
Dutch & Spade (5032901);5032901;Dutch & Spade;0;0
Manny Fresh (5405846);5405846;Manny Fresh;24;6
Musicologo Y Menes (4811119);4811119;Musicologo Y Menes;48831;18
Yuriel Es Musica (60685222);60685222;Yuriel Es Musica;10;51
Steve Russell (556101);556101;Steve Russell;392;5
Tamar Braxton (4315158);4315158;Tamar Braxton;69275;12
Iam Astro (116741592);116741592;Iam Astro;0;10
Mr. Tan (4509851);4509851;Mr. Tan;1;1
Case (155309);155309;Case;25163;17
R.L. (1100394);1100394;R.L.;1011;1
Twhy Xclusive (10252384);10252384;Twhy Xclusive;0;0
Fabian Mazur (5488285);5488285;Fabian Mazur;3521;75
Lord Quest (10093402);10093402;Lord Quest;0;1
Solange Knowles (383038);383038;Solange Knowles;3785;1
Lil Playy (1677203);1677203;Lil Playy;1211;1
Joe Budden (764);764;Joe Budden;14732;52
NFL (454335);454335;NFL;369;7
Kevin Cossom (203185);203185;Kevin Cossom;1218;2
Sean P (1145384);1145384;Sean P;149;23
Sean P. (4457020);4457020;Sean P.;3;0
Travis McCoy (400455);400455;Travis McCoy;32822;3
Michelle (5645);5645;Michelle;148096;51
The WAV.s (4432532);4432532;The WAV.s;127;0
EvE (52363262);52363262;EvE;37;12
C4 Musiq (12681993);12681993;C4 Musiq;0;2
Tay Sixty (70515902);70515902;Tay Sixty;0;12
Payroll Giovanni (5477590);5477590;Payroll Giovanni;1737;37
Ball Greezy (6398522);6398522;Ball Greezy;751;23
Scrilla (1441424);1441424;Scrilla;204;47
Noah Scharf (13109491);13109491;Noah Scharf;92;6
Game (189218);189218;Game;16850;47
Lana Grace (11731919);11731919;Lana Grace;12;0
Tamika Mallory (96596232);96596232;Tamika Mallory;5;0
Bankroll Fresh (5808785);5808785;Bankroll Fresh;2921;24
Bizarre (7341);7341;Bizarre;5076;97
Mouche (4976840);4976840;Mouche;56;39
UGK (387168);387168;UGK;13828;6
Bosko (1115333);1115333;Bosko;319;14
Jai Paul (1213382);1213382;Jai Paul;8606;6
Bubba Sparxxx (2661);2661;Bubba Sparxxx;12231;39
Scotty ATL (5240795);5240795;Scotty ATL;391;39
RENEGADE EL REY (5358095);5358095;RENEGADE EL REY;7;26
Wavves (167640);167640;Wavves;25486;30
Tre Luce (4978441);4978441;Tre Luce;1;0
KAY-I (62181582);62181582;KAY-I;1;7
